Id,NAME,ADDRESS,CITY,STATE,ZIP,LAT,LON,PHONE,REVENUE,UTILIZATION
11ba6a26-59b4-3728-a268-6dc9929962b4,COURTYARD NURSING CARE CENTER,200 GOVERNORS AVENUE,MEDFORD,MA,021551644,42.42711615,-71.1121606632448,7813915400,0.0,16
71472d9b-aa5c-3b49-a5c3-d0eee8859015,BOURNE FAMILY MEDICINE PC,118 WATERHOUSE RD STE C,BOURNE,MA,025328305,41.7281115,-70.5861571324252,5087430899,0.0,185
8a2e2731-3240-39d1-b4f0-cad14200937d,MORTON HOSPITAL  A STEWARD FAMILY HOSPITAL  INC.,88 WASHINGTON ST,TAUNTON,MA,027802465,41.9062805,-71.09518121351795,6174194772,0.0,98
52ecddd8-42f6-35cc-88a5-cf474c02fb49,LIFE CARE CENTER OF PLYMOUTH,94 OBERY STREET,PLYMOUTH,MA,023602130,41.93725,-70.65503160208334,5087479800,0.0,9
65450d34-6d61-3601-b325-9d471587b016,MEDICAL HEALTHCARE SPECIALISTS P.C.,4 COURTHOUSE LN,CHELMSFORD,MA,018241731,42.62439345,-71.35881000636567,9784598400,0.0,33
2b376b69-72ac-3d68-aceb-018e82b8fc8f,PARK PLACE REHABILITATION & SKILLED CARE CENTER,113 CENTRAL AVE,HYDE PARK,MA,021363021,42.26077065,-71.1187885119897,6173612388,0.0,1
fa564970-fde4-332c-91d9-c0747b032d3e,RIVERBEND OF SOUTH NATICK,34 SOUTH LINCOLN STREET,NATICK,MA,017606049,42.2731232,-71.3105334275248,5086538330,0.0,8
1311c44a-85cb-3aea-a143-e5d7892ced8b,GROVE HILL MEDICAL CENTER PC,300 KENSINGTON AVE,SPRINGFIELD,MA,011071139,42.091896,-72.559437,8602246201,0.0,52
5fab4eec-522e-334a-a3e0-41605e009495,BENTLEY CASA DE RAMANA LLC,485 FRANKLIN ST,FRAMINGHAM,MA,017026215,42.2901292,-71.42823088074331,5088728801,0.0,1
817a1428-2045-3e89-9fa2-ef7d287d6fa5,GREATER LAWRENCE FAMILY HEALTH CENTER INC,70-71 N PARISH RD,LAWRENCE,MA,01843,42.690315,-71.150015,9786814769,0.0,85
667b46fe-0afa-3f70-a311-bbe3d52db050,URGENT CARE CENTERS OF CENTRAL MASSACHUSETTS LLC,757 BOSTON POST RD,WORCESTER,MA,016071728,42.231371,-72.165386,6173024194,0.0,3
bdc3ee76-9cf3-316d-b202-a8da1ea3fa20,KINDRED HOSPICE,130 RUMFORD AVENUE  SUITE 211,AUBURNDALE,MA,024661370,42.35853505,-71.24125521214887,6176634997,0.0,6
5d4da50c-8593-304f-b266-57d8f7d634a2,WELLMAN HEALTHCARE GROUP INC,250 SHEARER ST,PALMER,MA,010691428,42.168634600000004,-72.33353526811578,4132838361,0.0,2
643eac8e-1620-3b6a-b9f3-664b003d22cd,GIFFORD STREET WELLNESS CENTER LLC,34 GIFFORD ST,NEW BEDFORD,MA,027442610,41.6177929,-70.91890087055067,5089993126,0.0,88
8e3ca57f-6f74-3d61-9803-ab1424290216,ACADEMY MANOR,89 MORTON STREET,ANDOVER,MA,018102036,42.6551409,-71.12857340697036,9784750944,0.0,28
5fcff9db-16e4-3e56-aa78-abbc16338097,THE LOWELL GENERAL HOSPITAL,295 VARNUM AVE,WESTFORD,MA,018863513,42.5792583,-71.4378411,9789376000,0.0,1047
fa09396a-2926-3b21-ad0c-9f6cabbce0eb,WOONSOCKET URGENT CARE PC,1210 BOSTON PROVIDENCE TPKE,NORWOOD,MA,020625061,42.1714075,-71.1951186,4017662700,0.0,3
40c01d75-1542-3e0b-8e5f-78d3031beba1,PIONEER MEDICAL CENTER,505 PARADISE RD,SALEM,MA,019704267,42.485927,-70.900301,9787459449,0.0,38
84abfbd5-41c1-3df4-9b31-7ca93cb2309a,SKIN WELLNESS PHYSICIANS LLC,85 HERRICK ST,BEVERLY,MA,019151790,42.56415055,-70.8751357650672,9785247933,0.0,30
c272e12f-e154-3fee-b05d-b7c0cab2657d,STEWARD NORWOOD HOSPITAL INC,800 WASHINGTON ST,NORWOOD,MA,020623487,42.1886973,-71.2005241,7817692950,0.0,39
b66db758-a205-3227-9cfb-bf19d2c1962d,ART OF CARE INC,121 HARVARD AVENUE  2ND FL,ALLSTON,MA,021342702,42.35241825,-71.13220132573996,6177877799,0.0,14
f6a306cf-7bd6-35f4-a6b7-2d07d273914c,APPLE MEDICAL CLINIC MA INC,63 FOUNTAIN ST STE 402,FRAMINGHAM,MA,017026280,42.27595495,-71.42631150114194,5088611150,0.0,43
f549a720-814b-3dc6-ae77-6376a22564ee,J & B PARTNERSHIP LLP,209 COUNTY RD,NORTH FALMOUTH,MA,02556,41.6459404,-70.6183639,5085635913,0.0,3
32fcdfba-8c93-30f4-b15b-dd3b65c29deb,ELAINE CENTER AT HADLEY,20 NORTH MAPLE STREET,HADLEY,MA,010359715,42.3615107,-72.55261320852942,4135845057,0.0,6
02c936e2-3aee-38b2-88a4-81f3689b7bb7,BENJAMIN HEALTHCARE CENTER,120 FISHER AVENUE,BOSTON,MA,021203320,42.3276141,-71.1051603,6177381500,0.0,3
609ec9f1-e806-3427-b912-9e3b2915521d,HOLYOKE VISITING NURSE ASSOC,575 BEECH STREET,HOLYOKE,MA,010406604,42.20105435,-72.628169560868,4135345691,0.0,38
bf556284-7513-3620-a10e-5393183a9a87,STEWARD ST. ANNES HOSPITAL CORPORATION,795 MIDDLE ST,FALL RIVER,MA,027211733,41.6924092,-71.16345107025307,5086745600,0.0,158
2b84e56e-08b4-3078-b3ea-4d159208e065,HORIZONS HEALTH & WELLNESS LLC,1029 PLEASANT ST,BRIDGEWATER,MA,023242301,41.9718173,-71.00937893001648,7815859522,0.0,31
4ffa4412-1493-3beb-b8f0-6614dde953a4,SOUTHCOAST HOSPITAL GROUP  INC,363 HIGHLAND AVENUE,WAREHAM,MA,025715011,41.745636,-70.658192,5086793131,0.0,684
ede4a423-6258-3ef5-b5ba-0fa6bb579563,COMMUNITY HEALTH CONNECTIONS,326 NICHOLS ROAD,FITCHBURG,MA,014205478,42.5974358,-71.80761197366103,9788788100,0.0,75
a14e698d-a9ba-3eae-9c8b-682ec726433d,LYNN URGENT CARE LLC,776 WESTERN AVE,LYNN,MA,019052408,42.466763,-70.9494939,6178939901,0.0,184
69eae27b-7445-3652-bd34-b535abe0b011,MANET COMMUNITY HEALTH CENTER  INC.,9 BICKNELL ST,QUINCY,MA,021696003,42.252227399999995,-70.96584679278924,6174714715,0.0,37
dd9914b0-9491-3330-a890-d34e95e497ea,CHILD & FAMILY SERVICES  INC.,1061 PLEASANT ST,NEW BEDFORD,MA,027406728,41.64280275,-70.92865004309593,5089968572,0.0,71
c3a898a1-c269-39b4-80d7-accb96a03bbc,BEAR MT EAST LONGMEADOW LLC,32 CHESTNUT ST,EAST LONGMEADOW,MA,010282803,42.0532618,-72.50214900582449,4135251893,0.0,2
a7147477-c4dd-3018-b921-2707d7e098ee,HANCOCK PARK REHABILITATION AND NURSING CENTER,164 PARKINGWAY,QUINCY,MA,021695020,42.245070088637796,-71.00313070924581,6177734222,0.0,18
5ba6765a-f335-36b0-9c6a-6bb494c5330d,URGENT CARE MEDICAL ASSOCIATES  LLC,31 OLD ROUTE 7,WESTWOOD,MA,020902333,42.2139873,-71.2244987,2038850808,0.0,95
b6eeaaf7-1683-3bcb-b6ee-81ce304636ef,MELROSEWAKEFIELD HEALTHCARE  INC,170 GOVERNORS AVE,MELROSE,MA,021763225,42.4564323,-71.064182,7819793050,0.0,42
1c42af32-f17e-32ec-b007-4ff8e2de493e,GOOD SAMARITAN MEDICAL CENTER,235 NORTH PEARL STREET,STOUGHTON,MA,020723396,42.1004556,-71.0668392,5084273000,0.0,5
65eda534-1bdc-3192-8d02-1c3764447790,PERSONAL PHYSICIANS HEALTHCARE PC,1244 BOYLSTON ST,CHESTNUT HILL,MA,024672115,42.3214927,-71.1711481,6177310058,0.0,111
d613e441-68e8-3502-8adb-3f770a1276bf,PALMER FAMILY SERVICES LLC,114 WATER ST,MILFORD,MA,017573007,42.13661855,-71.53474614336832,5084782008,0.0,89
de29a374-221b-3cb4-8051-a02c1a35e5b7,FAMILY MEDICINE ASSOCIATES OF SOUTH ATTLEBORO  P.C.,562 WASHINGTON ST,SOUTH ATTLEBORO,MA,027036942,41.912892049999996,-71.36135809627689,5087615650,0.0,37
b03b624d-c939-3688-986d-9555b8009a3b,HOLYOKE HEALTH CENTER INC,230 MAPLE ST,HOLYOKE,MA,010405144,42.207406,-72.608419,4134202122,0.0,29
ff6d901b-6850-378b-87d0-97a8c499aa43,ADVANTAGE HEALTH & WELLNESS INC,935 WASHINGTON ST,NORWOOD,MA,020623411,42.18396765,-71.2037844209652,7817696791,0.0,4
d3085315-9893-34c7-8889-3a31dc17c2b0,WALPOLE MEDICAL CENTER  PC,1428 MAIN ST STE 7,WALPOLE,MA,020811729,42.1325911,-71.2618886,5086686600,0.0,52
469171e3-f6ec-3258-8e16-7038f6a439c0,COUNTRYSIDE HEALTH CARE OF MILFORD,COUNTRYSIDE DRIVE,MILFORD,MA,017571252,42.1413353,-71.5192019,5084730435,0.0,6
6da1fb82-e214-3226-b32c-e93faf0c3764,BOSTON HOME HEALTH AIDES  LLC,1 UNION STREET,LAWRENCE,MA,018401815,42.706184,-71.153288,6172640200,0.0,11
18061fd5-fda8-3e2d-87f0-0f3c87211bcc,CAMBRIDGE PUBLIC HEALTH COMMISSION,1493 CAMBRIDGE ST,SOMERVILLE,MA,021431408,42.3875968,-71.0994968,6176651000,0.0,46
76281d34-caff-30e0-8545-bcdf33182109,CLIFTON REHABILITATION NURSING CENTER,500 WILBUR AVENUE,SOMERSET,MA,027252051,41.72075205,-71.16843052114558,5086757589,0.0,32
4633340c-c833-30a3-ab0e-f5cfa5fda28b,CHAIR CITY FAMILY MEDICINE  PC,250 GREEN ST,GARDNER,MA,014401377,42.586896550000006,-71.98672640006858,9786304455,0.0,48
b3ada130-6443-3a8e-98c7-4ec127a2b0c4,LIFE CARE CENTER OF ACTON,ONE GREAT ROAD,ACTON,MA,017205601,42.4850931,-71.43284,9782639101,0.0,41
a36dcb53-a762-38d4-ae84-40f46195a6dd,260 EASTHAMPTON ROAD OPERATING COMPANY LLC,260 EASTHAMPTON ROAD,HOLYOKE,MA,010401213,42.226424,-72.646798,4135389733,0.0,1
084b19be-a78e-3626-b156-a50134fa7fe2,DIAMOND EDGE HEALTHCARE  LLC,10 RESEARCH PL STE 202,NORTH CHELMSFORD,MA,018632439,42.6389798,-71.3828403,9782751390,0.0,29
acffdfa8-1383-3929-8c99-e73969491439,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL  INC.,1153 CENTRE ST,BOSTON,MA,021303446,42.3017598,-71.12855793387442,6179837470,0.0,198
1e11392b-1278-3e70-93cd-f396cbd0c265,VHS ACQUISITION SUBSIDIARY NUMBER 9  INC.,115 LINCOLN ST,NATICK,MA,017607700,42.2843753,-71.3441395,5086507000,0.0,188
fe30f2b4-9bc8-346e-afba-4455d1766545,KATZMAN FAMILY CENTER FOR LIVING,17 LAFAYETTE AVENUE,CHELSEA,MA,021502010,42.40019115,-71.03050082480353,6178846766,0.0,55
6cf8a214-8d57-3267-85e5-7719e15cd63e,LEMUEL SHATTUCK HOSPITAL,170 MORTON STREET,JAMAICA PLAIN,MA,021303735,42.299067750000006,-71.10124351911541,6175228110,0.0,4
13161e5b-02d2-3d19-8b48-26ef0becfc83,LEONARD FLORENCE CENTER FOR LIVING,165 CAPTAIN'S ROW,CHELSEA,MA,021504019,42.3917638,-71.0328284,6178870001,0.0,1
0fedae9f-701f-3317-9b2f-69aea2202cdc,BOSTON MEDICAL CENTER CORPORATION-,88 EAST NEWTON STREET,WINTHROP,MA,021522715,42.3750976,-70.982827,6176388000,0.0,2671
733fc7d0-7cf3-3995-82ef-a9883b807273,NORTH ADAMS COMMONS NURSING & REHABILITATION CENTE,175 FRANKLIN STREET,NORTH ADAMS,MA,012472712,42.70707,-73.10094536747326,4136644041,0.0,6
543d004c-b8b7-3000-8e7f-6fc90aa90596,PAVILION MEDICAL HOME CARE & STAFFING LLC,451 ANDOVER ST,NORTH ANDOVER,MA,018455079,42.6734518,-71.1268776,2403467488,0.0,9
86bbc3aa-e927-3d56-9d77-ab701b4b2926,FALL RIVER JEWISH HOME  INC,538 ROBESON STREET,FALL RIVER,MA,027205496,41.707225,-71.1432141111111,5086796172,0.0,10
aade280a-3b90-3e48-9648-91109a964a63,AP MEDICAL LLC,909 SUMNER ST,DARTMOUTH,MA,027473826,41.6332267,-70.9879928,5089715190,0.0,1703
981338c4-287c-3621-bc45-8b0b9f1b8922,DR. HE'S PRIMARY CARE FOR ADULTS INC,640 BOLTON ST,MARLBOROUGH,MA,017523999,42.3658183,-71.55914630258509,5084810200,0.0,32
96e9e829-0b71-3ad3-8b41-60e25b5d47d7,ADVOCATE HEALTHCARE OF EAST BOSTON LLC,111 ORIENT AVE,EAST BOSTON,MA,021281006,42.39055278090538,-71.00587148689957,6175692100,0.0,4
e59fb2d5-508c-38c6-af2e-21d8216dd2b0,BAYSTATE MEDICAL CENTER,759 CHESTNUT ST,WARE,MA,010821625,42.256476,-72.237482,4137940000,0.0,230
7a3b8310-02eb-3c47-aa1b-3f55b3ed9de9,ON CALL URGENT CARE  LLC,6 HATFIELD ST,NORTHAMPTON,MA,010602545,42.333172950000005,-72.6566355591273,4135847425,0.0,6
ecadbc11-930c-3903-b706-f8ef4bc9089e,PRIMARY CARE ASSOCIATES LLC,780 CHESTNUT ST,SPRINGFIELD,MA,011031109,42.1211633,-72.60614164702717,4137872800,0.0,42
ad007cc5-a3df-3aa7-886d-5123ab59d189,MADONNA MANOR  INC.,85 N WASHINGTON ST,NORTH ATTLEBORO,MA,027601634,41.98443775,-71.33190349847027,5086992740,0.0,1
f480acd0-7ef1-350d-aae6-d8e7d53ace57,MANET COMMUNITY HEALTH CENTER  INC.,1193 SEA ST,QUINCY,MA,021693544,42.26883395,-70.95264075087945,6174718683,0.0,138
794b1cc2-97be-30a4-83a0-4bf6add43c74,ST JOSEPH MANOR HEALTH CARE INC,215 THATCHER STREET,BROCKTON,MA,023023949,42.0740963,-70.99660306096918,5085835834,0.0,27
a1434ca1-a1ac-3884-abc7-fc4c35cc8b68,LIBERTY COMMONS,390 ORLEANS ROAD,NORTH CHATHAM,MA,026501154,41.700306363636365,-69.96549390909091,5089454611,0.0,1
0fab3c4e-a028-39a6-b15a-be5a88b6aa2a,ENCOMPASS HEALTH REHAB HOSPITAL OF WESTERN MASS,222 STATE STREET,LUDLOW,MA,010563437,42.15547415,-72.47222226666076,4135897581,0.0,330
b0016371-afcb-37a6-8f90-5e3786e7806f,JEWISH HEALTHCARE CENTER INC,629 SALISBURY ST,WORCESTER,MA,016091120,42.2932691,-71.8390048,5087988653,0.0,1
3b021cb6-4745-3d9d-8436-230055f770bd,BETH ISRAEL DEACONESS HOSPITAL-NEEDHAM  INC.,148 CHESTNUT ST,NEEDHAM,MA,024943238,42.27728075,-71.23665362814043,7814533000,0.0,124
ab074997-79db-3114-b6ac-5c21cda8ee3a,REGALCARE AT HARWICH LLC,111 HEADWATERS DR,HARWICH,MA,026451028,41.705945549999996,-70.08904355,5084301717,0.0,3
ce53c877-0290-390a-b4b4-2462001a1713,CIRCLE HOME,847 ROGERS STREET  SUITE 201,LOWELL,MA,018524345,42.6275246,-71.27673639687623,9784599343,0.0,8
36705572-6b8a-337d-9d01-be1087ce4650,INTERNAL MEDICINE AND PREVENTIVE CARE PC,233 WINTHROP ST,TAUNTON,MA,027804428,41.89112605,-71.11254102062864,5088800070,0.0,43
34f0b10a-5e29-31de-a75e-e0bb03c0c0d4,WESTON PRIMARY CARE  PC,56 COLPITTS RD,WESTON,MA,024931568,42.36610065,-71.3036759,7818910906,0.0,68
57e4e5fa-d68d-3caa-a5ad-37beb1b51207,STEWARD NORWOOD HOSPITAL INC,800 WASHINGTON ST,NORWOOD,MA,020623487,42.1886973,-71.2005241,7812784120,0.0,130
b20a0fe1-53b3-33fc-8acb-bc9a2df64e57,NASHOBA NURSING SERVICE,3 PATTERSON ROAD  SUITE 3,SHIRLEY,MA,014642907,42.552462649999995,-71.62383665745185,9784256675,0.0,3
00ffb204-07b4-3c72-a678-fa252e6cf86c,BEDFORD-LEXINGTON INTERNAL MEDICINE  PC,450 BEDFORD ST,LEXINGTON,MA,02420,42.47370735,-71.25090005,7812746274,0.0,80
ad82d624-72eb-3c7d-a76d-79f2668d1390,WOODLAND INTERNISTS  P.C.,3 WOODLAND RD,STONEHAM,MA,021801711,42.452443099999996,-71.08939988105112,7816627990,0.0,110
b8421363-9807-3b16-a146-95336eea5cfb,COOLEY DICKINSON HOSPITAL INC,30 LOCUST ST,NORTHAMPTON,MA,010602052,42.33032115,-72.65330802608176,4135822000,0.0,129
8424b5ec-ba0a-32e9-94ae-a9d397884093,GENTLE HOME CARE SERVICES,49 BLANCHARD STREET  SUITE 101,LAWRENCE,MA,018431456,42.69651155,-71.1612176954981,9782588479,0.0,18
3498e7d3-90fd-366b-bc6a-6f41dad6bae6,COLEMAN HOUSE,112 WEST MAIN STREET,NORTHBOROUGH,MA,015321824,42.318559050000005,-71.65097281611972,5083519355,0.0,14
37111f41-8bc5-35d3-9cd9-5b447a11ffd1,NEVINS NURSING & REHABILITATION CENTER,TEN INGALLS COURT,METHUEN,MA,018443712,42.7262016,-71.1908924,9786827611,0.0,3
7567027f-af4e-3cd6-b1bf-e764ca3a5866,BEAR MT SPRINGFIELD LLC,215 BICENTENNIAL HWY,SPRINGFIELD,MA,011181962,42.095480800000004,-72.50509214731676,4137967511,0.0,1
68ea50ba-275f-3f6c-ad1f-0aefae7144eb,25 ARMORY STREET OPERATOR LLC,25 ARMORY ST,WEST NEWTON,MA,024652110,42.3504314,-71.21988040449209,6179692300,0.0,1
24460683-f514-37ef-98c1-724b2fc9aa2a,THE COMMONWEALTH OF MASSACHUSETTS,60 HODGES AVE,TAUNTON,MA,027803034,41.91158935,-71.10129620180315,5089773110,0.0,128
3076e02a-deac-3e81-96a9-1d32cbda6fca,GARDNER REHABILITATION AND NURSING CENTER,59 EASTWOOD CIRCLE,GARDNER,MA,014403901,42.567006649999996,-71.97817904424542,9786328776,0.0,19
fbd4ccdf-2fdb-3652-9bbe-1ccff886bd34,CROWN HOME HEALTHCARE MA  INC,320 CENTRAL STREET  UNIT A2,SAUGUS,MA,019062372,42.4632069,-71.0093761,7812153815,0.0,1
b8e724d5-b999-3029-8a2d-ad30fbd0b9ce,BROCKTON NEIGHBORHOOD HEALTH CENTER  INC,63 MAIN ST,BROCKTON,MA,023014042,42.084598840000005,-71.01995972,5085596699,0.0,40
901c2d40-1ca3-3879-9a20-c663b8adc0a9,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,STONEHAM,MA,021802445,42.4863168,-71.0928919,6176365000,0.0,38
e6cc6043-299a-3581-8f6b-b3b5d62c46ae,CARING HEALTH CENTER  INC,532 SUMNER AVE,SPRINGFIELD,MA,011082458,42.08631583333334,-72.55792579166666,4137391100,0.0,91
b9e35b8a-9831-32d8-a6dc-d7a546c126b0,VIBRA HOSPITAL OF WESTERN MASS - CENTRAL CAMPUS,111 HUNTOON MEMORIAL HIGHWAY  1ST FLOOR,SPRINGFIELD,MA,011092550,42.1018764,-72.5886727,4137876700,0.0,280
70d5bbef-3c05-3318-b9d7-003dc8fbb8cf,MARIAN MANOR  INC.,33 SUMMER ST,TAUNTON,MA,027803479,41.9005416,-71.08895606814966,5088224885,0.0,1
18df2721-3f76-3f83-94d5-63597cedd298,CURAHEALTH STOUGHTON LLC,909 SUMNER ST,STOUGHTON,MA,020723396,42.1005097,-71.0830269025407,7812978200,0.0,79
38508743-50d1-3429-8fe2-37e42ddaf20e,BAYSTATE FRANKLIN MEDICAL CENTER,164 HIGH ST,GREENFIELD,MA,013012778,42.595268700000005,-72.59288632376354,4137730211,0.0,53
2f735290-1603-31b5-b561-7c8e0d413170,BL HEALTHCARE INC DELEWARE,100 FOXBOROUGH BLVD STE 230,FOXBOROUGH,MA,020352878,42.041851949999995,-71.23486657070565,5085434150,0.0,43
6b2e5b97-70f6-3219-8c99-86de138e6808,PARTNERS IN INTERNAL MEDICINE PC,123 SUMMER ST,WORCESTER,MA,01608,42.26496835,-71.79655403681465,5083637300,0.0,39
27bf2e46-7445-35e7-9106-3ce1b074db47,LIFE CARE CENTER OF MERRIMACK VALLEY,80 BOSTON RD,NORTH BILLERICA,MA,018621034,42.5871093,-71.2948553,9786672166,0.0,1
e1818b21-4458-3b9c-b2b8-7ed6f57ae078,LIFE CARE CENTER OF WILBRAHAM,2399 BOSTON ROAD,WILBRAHAM,MA,010951185,42.14668485,-72.45048427046072,4135963111,0.0,14
328f813e-4de8-3ec2-a113-43f3ddfb0b2a,DILIGENCEHEALTHCARE,30-40 WESTPARK STREET,BROCKTON,MA,023015241,42.0834335,-71.0183787,8574539843,0.0,76
8d110f42-6f75-3751-b0c5-b45ab08333a1,MORTON HOSPITAL,88 WASHINGTON ST,TAUNTON,MA,027802465,41.9062805,-71.09518121351795,5088287000,0.0,101
dd3307db-114c-3f11-be44-a9eef6bb3fc5,LYNN COMMUNITY HEALTH,269 UNION STREET,LYNN,MA,019011201,42.4652772,-70.94362420273097,7815962502,0.0,28
1d87bbfa-19aa-3128-adca-420ff8d5a12a,BERKSHIRE FAMILY AND INDIVIDUAL RESOURCES INC,771 CHURCH ST,NORTH ADAMS,MA,012474109,42.680927100000005,-73.09950699822534,4136649382,0.0,31
f2068cee-c75c-321d-9b2c-c33535db89c9,CARING HEALTHCARE SERVICES LLC,32 BOSSI AVE,RANDOLPH,MA,023682002,42.20017865,-71.0582074,6172300787,0.0,64
15d4c950-4691-3996-b4c4-bf06bfb58ff7,HOLY FAMILY HOSPITAL,70 EAST ST,METHUEN,MA,018445883,42.7285558,-71.16833738237946,9786870151,0.0,63
5018c664-e283-30eb-932a-529d9a19b3b5,FIRST PSYCHIATRIC PLANNERS  INC,300 SOUTH ST,WOBURN,MA,018014979,42.473347,-71.144086,6174690300,0.0,156
2e8b42f8-4300-30a9-a576-d513d1021a0a,GREATER LOWELL FAMILY PRACTICE PC,600 CLARK RD,TEWKSBURY,MA,018761699,42.63120935,-71.27023603178071,9784538446,0.0,81
5ba77f2c-8ce5-3dde-bb46-3ffcceb3bfbf,188 FLORENCE STREET OPERATOR LLC,188 FLORENCE ST,CHESTNUT HILL,MA,024672641,42.31835025,-71.17401686317635,6173324730,0.0,3
d140ed3f-2696-3e78-bd77-1c959ec4fc4d,HATHAWAY MANOR EXTENDED CARE,863 HATHAWAY ROAD,NEW BEDFORD,MA,027401916,41.6512968,-70.9669902070805,5089966763,0.0,72
1cff30ba-b91f-3ea2-b80b-770d67856358,ROYAL NURSING CENTER  LLC,359 JONES RD,FALMOUTH,MA,025403341,41.5591273,-70.60352436630029,7743450220,0.0,27
d4e48a16-0a60-3e90-81e5-c35b22ffe6af,GREEN MOUNTAIN URGENT CARE LLC,856 STATE RD,NORTH ADAMS,MA,012473027,42.69967208677275,-73.16330754755236,6035264635,0.0,6
b53dc1b7-43b0-3c43-a73f-304165633a59,PULMONARY INTERNISTS AND CONSULTANTS PC,63 MAIN ST,HYANNIS,MA,026013202,41.6562005,-70.27336188244256,5087752295,0.0,34
4ff8b164-4cf5-3ab4-b0f2-7ce8fda920e5,CARDIOVASCULAR CENTER AT TUFTS MEDICAL CENTER INC,800 WASHINGTON ST,WORCESTER,MA,016550002,42.180483,-71.867782,6176365000,0.0,24
f7171d7c-0d92-33cf-98dc-abd628d79750,ARMENIAN NURSING & REHABILITATION CENTER  INC.,431 POND ST,JAMAICA PLAIN,MA,021303402,42.310128500000005,-71.1321602569144,6175222600,0.0,1
8f22037a-070f-3fcf-8f39-fa879f0ae107,DARTMOUTH HOUSE NURSING HOME INC,567 DARTMOUTH ST,S DARTMOUTH,MA,027481826,41.61112,-70.93937914285715,5089977787,0.0,8
bccd7d67-203c-3d93-b6b0-bff5a146cd1d,CARECENTRAL URGENT CARE MEDICAL GROUP PC,286 WASHINGTON ST,STOUGHTON,MA,020721763,42.1384306,-71.1022598,7813412800,0.0,135
